Tno,From,To
19143,Bandra Terminus,Ahmedabad Junction
22927,Bandra Terminus,Ahmedabad Junction
22928,Ahmedabad Junction,Bandra Terminus
19144,Ahmedabad Junction,Bandra Terminus
17317,Hubli Junction,Lokmanyatilak T
11044,Madurai Junction,Lokmanyatilak T
11014,Coimbatore Junction,Lokmanyatilak T
5611,Lokmanyatilak T,Kamakhya
11201,Lokmanyatilak T,Ajni
12563,Lokmanyatilak T,Allahabad Junction
4128,Lokmanyatilak T,Allahabad Junction
4116,Lokmanyatilak T,Allahabad Junction
11053,Lokmanyatilak T,Azamgarh
12879,Lokmanyatilak T,Bhubaneswar
11075,Lokmanyatilak T,Bidar
1055,Lokmanyatilak T,Varanasi Junction
12167,Lokmanyatilak T,Varanasi Junction
12165,Lokmanyatilak T,Varanasi Junction
11073,Lokmanyatilak T,Chennai Central
17222,Lokmanyatilak T,Kakinada Port
2049,Lokmanyatilak T,Darbhanga Junction
2006,Karmali,Lokmanyatilak T
11086,Madgaon,Lokmanyatilak T
12223,Lokmanyatilak T,Eranakulam Junction
22103,Lokmanyatilak T,Faizabad Junction
1040,Karmali,Lokmanyatilak T
1046,Madgaon,Lokmanyatilak T
12202,Kochuveli,Lokmanyatilak T
11079,Lokmanyatilak T,Gorakhpur Junction
11081,Lokmanyatilak T,Gorakhpur Junction
5042,Lokmanyatilak T,Gorakhpur Junction
1047,Lokmanyatilak T,Gorakhpur Junction
5032,Lokmanyatilak T,Gorakhpur Junction
12542,Lokmanyatilak T,Gorakhpur Junction
1015,Lokmanyatilak T,Gwalior
3255,Patna Junction,Lokmanyatilak T
17318,Lokmanyatilak T,Hubli Junction
17322,Lokmanyatilak T,Hubli Junction
7318,Lokmanyatilak T,Hubli Junction
12171,Lokmanyatilak T,Haridwar Junction
3062,Lokmanyatilak T,Howrah Junction
1049,Lokmanyatilak T,Jaynagar
5514,Lokmanyatilak T,Jaynagar
11017,Lokmanyatilak T,Karaikal
1017,Lokmanyatilak T,Karaikal
1039,Lokmanyatilak T,Karmali
22113,Lokmanyatilak T,Kochuveli
1205,Lokmanyatilak T,C Shahumharaj T
1001,Lokmanyatilak T,Karmali
22115,Lokmanyatilak T,Karmali
12519,Lokmanyatilak T,Kamakhya
22519,Lokmanyatilak T,Kamakhya
2111,Lokmanyatilak T,Lucknow Nr
125,Lokmanyatilak T,Madgaon
12117,Lokmanyatilak T,Manmad Junction
2113,Lokmanyatilak T,Madgaon
1007,Lokmanyatilak T,Madgaon
1229,Lokmanyatilak T,Madgaon
111,Lokmanyatilak T,Madgaon
1091,Lokmanyatilak T,Madgaon
1061,Lokmanyatilak T,Mau Junction
1057,Lokmanyatilak T,Muzaffarpur Junction
1421,Lokmanyatilak T,Nagpur
1097,Lokmanyatilak T,Nagpur
11011,Lokmanyatilak T,Nanded
11205,Lokmanyatilak T,Nizamabad
22109,Lokmanyatilak T,H Nizamuddin
2109,Lokmanyatilak T,H Nizamuddin
1053,Lokmanyatilak T,Patna Junction
3256,Lokmanyatilak T,Patna Junction
2046,Karmali,Lokmanyatilak T
22865,Lokmanyatilak T,Puri
12145,Lokmanyatilak T,Puri
13202,Lokmanyatilak T,Rjndr Ngr Bihar
115,Lokmanyatilak T,Ratnagiri
2219,Lokmanyatilak T,Secunderabad Junction
18029,Lokmanyatilak T,Shalimar
12143,Lokmanyatilak T,Sultanpur
1073,Lokmanyatilak T,Santragachi Junction
8059,Lokmanyatilak T,Santragachi Junction
8069,Lokmanyatilak T,Santragachi Junction
1067,Lokmanyatilak T,Tirunelveli
18520,Lokmanyatilak T,Vishakapatnam
22848,Lokmanyatilak T,Vishakapatnam
22820,Lokmanyatilak T,Vishakapatnam
1029,Lokmanyatilak T,Vellankanni
16093,Chennai Central,Lucknow Nr
12230,New Delhi,Lucknow Nr
12229,Lucknow Nr,New Delhi
9013,Bandra Terminus,Lucknow Ne
12107,Lokmanyatilak T,Lucknow Ne
12121,Jabalpur,H Nizamuddin
12122,H Nizamuddin,Jabalpur
17050,Secunderabad Junction,Machelipatnam
17250,Secunderabad Junction,Machelipatnam
6003,Chennai Central,Madgaon
9534,Hapa,Madgaon
10215,Madgaon,Eranakulam Junction
6001,Chennai Central,Madgaon
22636,Mangalore Cntl,Madgaon
10216,Eranakulam Junction,Madgaon
56640,Mangalore Cntl,Madgaon
16054,Tirupati,Chennai Central
11043,Lokmanyatilak T,Madurai Junction
12793,Chennai Egmore,Madurai Junction
22623,Chennai Egmore,Madurai Junction
56701,Punalur,Madurai Junction
12402,New Delhi,Islampur
12401,Islampur,New Delhi
12397,Gaya Junction,New Delhi
12398,New Delhi,Gaya Junction
12189,Jabalpur,H Nizamuddin
12190,H Nizamuddin,Jabalpur
17412,C Shahumharaj T,Mumbai Cst
17411,Mumbai Cst,C Shahumharaj T
22417,Varanasi Junction,New Delhi
22418,New Delhi,Varanasi Junction
11093,Mumbai Cst,Varanasi Junction
11094,Varanasi Junction,Mumbai Cst
15483,Alipur Duar Junction,Delhi
15484,Delhi,Alipur Duar Junction
11040,Gondia Junction,Solapur Junction
11039,C Shahumharaj T,Gorakhpur Junction
12945,Surat,Bhavnagar Trmus
19025,Surat,Bhavnagar Trmus
16232,Mysore Junction,Mayiladuturai J
13108,Kolkata,Dhaca Cantt
13110,Dhaka,Kolkata
13109,Kolkata,Dhaca Cantt
16629,Trivandrum Cntl,Mangalore Cntl
16630,Mangalore Cntl,Trivandrum Cntl
14662,Barmer,Delhi
12919,Indore Junction Bg,Jammu Tawi
12920,Jammu Tawi,Indore Junction Bg
6194,Sengottai,Manamadurai Junction
12461,Delhi,Jodhpur Junction
12462,Jodhpur Junction,Delhi
10104,Madgaon,Mumbai Cst
10103,Mumbai Cst,Madgaon
12537,Muzaffarpur Junction,Manduadih
12617,Eranakulam Junction,H Nizamuddin
16855,Puducherry,Mangalore Cntl
16347,Trivandrum Cntl,Mangalore Cntl
16857,Puducherry,Mangalore Cntl
12133,Mumbai Cst,Mangalore Junction
6015,Chennai Central,Mangalore Cntl
6304,Nagercoil Junction,Mangalore Junction
12685,Chennai Central,Mangalore Cntl
12601,Chennai Central,Mangalore Cntl
16565,Yesvantpur Junction,Mangalore Cntl
12118,Manmad Junction,Lokmanyatilak T
16179,Chennai Egmore,Mannargudi
16180,Mannargudi,Chennai Egmore
2907,Madgaon,Hapa
1008,Madgaon,Lokmanyatilak T
9415,Madgaon,Ahmedabad Junction
9010,Madgaon,Bandra Terminus
1052,Madgaon,Mumbai Cst
11085,Lokmanyatilak T,Madgaon
1045,Lokmanyatilak T,Madgaon
22907,Madgaon,Hapa
1230,Madgaon,Lokmanyatilak T
112,Madgaon,Lokmanyatilak T
126,Madgaon,Lokmanyatilak T
114,Madgaon,Lokmanyatilak T
56641,Madgaon,Mangalore Cntl
6002,Madgaon,Chennai Central
2455,Madgaon,New Delhi
16860,Mangalore Cntl,Chennai Egmore
22635,Madgaon,Mangalore Cntl
7605,Mangalore Cntl,Kacheguda
17605,Mangalore Cntl,Kacheguda
22851,Santragachi Junction,Mangalore Cntl
17688,Dharmabad,Manmad Junction
17687,Manmad Junction,Dharmabad
12978,Ajmer Junction,Eranakulam Junction
12977,Eranakulam Junction,Ajmer Junction
14865,Varanasi Junction,Jodhpur Junction
14853,Varanasi Junction,Jodhpur Junction
14864,Jodhpur Junction,Varanasi Junction
14863,Varanasi Junction,Jodhpur Junction
14866,Jodhpur Junction,Varanasi Junction
14854,Jodhpur Junction,Varanasi Junction
19419,Chennai Central,Ahmedabad Junction
12375,Chennai Central,Asansol Junction
6625,Chennai Central,Coimbatore Junction
605,Chennai Central,Coimbatore Junction
603,Chennai Central,Coimbatore Junction
22626,Bangalore Cy Junction,Chennai Central
12270,H Nizamuddin,Chennai Central
22206,Madurai Junction,Chennai Central
12612,H Nizamuddin,Chennai Central
6027,Pune Junction,Chennai Central
7313,Chennai Central,Hubli Junction
17313,Chennai Central,Hubli Junction
2842,Chennai Central,Howrah Junction
6337,Chennai Central,Kochuveli
6005,Chennai Central,Nagercoil Junction
22611,Chennai Central,New Jalpaiguri
16003,Chennai Central,Nagarsol
22860,Chennai Central,Puri
6019,Chennai Central,Rameswaram
22826,Chennai Central,Shalimar
22808,Chennai Central,Santragachi Junction
2808,Chennai Central,Santragachi Junction
6063,Chennai Central,Shoranur Junction
17311,Chennai Central,Vasco Da Gama
12620,Mangalore Cntl,Lokmanyatilak T
12619,Lokmanyatilak T,Mangalore Cntl
15025,Mau Junction,Anand Vihar Trm
12492,Jammu Tawi,Muzaffarpur Junction
15027,Hatia,Gorakhpur Junction
15028,Gorakhpur Junction,Hatia
16604,Trivandrum Cntl,Mangalore Cntl
16603,Mangalore Cntl,Trivandrum Cntl
53046,Rampur Hat,Howrah Junction
53045,Howrah Junction,Rampur Hat
14890,Munabao,Bhagat Ki Kothi
29019,Mandasor,Meerut City
22205,Chennai Central,Madurai Junction
9724,Madurai Junction,Jaipur
12964,Udaipur City,H Nizamuddin
12963,H Nizamuddin,Udaipur City
52927,Udaipur City,Ahmedabad Mg
52928,Ahmedabad Mg,Udaipur City
3556,Muzaffarpur Junction,Asansol Junction
3572,Muzaffarpur Junction,Asansol Junction
9040,Muzaffarpur Junction,Bandra Terminus
5232,Muzaffarpur Junction,Barauni Junction
15001,Muzaffarpur Junction,Dehradun
12212,Anand Vihar Trm,Muzaffarpur Junction
4315,Muzaffarpur Junction,Haridwar Junction
5226,Muzaffarpur Junction,Kolkata
11062,Muzaffarpur Junction,Lokmanyatilak T
19054,Muzaffarpur Junction,Surat
4975,Muzaffarpur Junction,Shmata V D Ktra
15228,Muzaffarpur Junction,Yesvantpur Junction
52993,Mhow,Akola Junction
12908,H Nizamuddin,Bandra Terminus
11047,Miraj Junction,Hubli Junction
13022,Raxual Junction,Howrah Junction
13021,Howrah Junction,Raxual Junction
13156,Sitamarhi,Kolkata
13155,Kolkata,Sitamarhi
53050,Mokameh Junction,Howrah Junction
2447,Manikpur Junction,H Nizamuddin
3443,Malda Town,Anand Vihar
13429,Malda Town,Anand Vihar Trm
13418,Malda Town,Digha Flag Stn
53004,Malda Town,Howrah Junction
13012,Malda Town,Howrah Junction
13415,Malda Town,Patna Junction
3445,Malda Town,Ranchi
13425,Malda Town,Surat
51402,Manmad Junction,Pune Junction
12618,H Nizamuddin,Eranakulam Junction
12491,Muzaffarpur Junction,Jammu Tawi
16864,Mannargudi,Bhagat Ki Kothi
22146,Miraj Junction,Pandharpur
6520,Miraj Junction,Yesvantpur Junction
6518,Miraj Junction,Yesvantpur Junction
6041,Chennai Egmore,Coimbatore Junction
12390,Chennai Egmore,Gaya Junction
16127,Chennai Egmore,Guruvayur
16125,Chennai Egmore,Jodhpur Junction
16859,Chennai Egmore,Mangalore Cntl
6351,Chennai Egmore,Nagercoil Junction
611,Chennai Egmore,Nagercoil Junction
11063,Chennai Egmore,Metur Dam
607,Chennai Egmore,Tirunelveli
609,Chennai Egmore,Tirunelveli
16129,Chennai Egmore,Tuticorin
6061,Chennai Egmore,Tiruchchirapali
4704,Merta Road Junction,Bikaner Junction
15108,Mathura Junction,Chhapra
2403,Mathura Junction,Jaipur
17049,Machelipatnam,Secunderabad Junction
17249,Machelipatnam,Secunderabad Junction
7049,Machelipatnam,Secunderabad Junction
17402,Machelipatnam,Tirupati
57229,Machelipatnam,Vishakapatnam
6135,Metupalaiyam,Coonoor
56136,Metupalaiyam,Udagamandalam
17025,Manuguru,Secunderabad Junction
12751,Manuguru,Secunderabad Junction
12228,Indore Junction Bg,Mumbai Central
12134,Mangalore Junction,Mumbai Cst
17032,Hyderabad Decan,Mumbai Cst
11042,Chennai Central,Mumbai Cst
16340,Nagercoil Junction,Mumbai Cst
16332,Trivandrum Cntl,Mumbai Cst
12187,Jabalpur,Mumbai Cst
21028,Solapur Junction,Gondia Junction
11028,Chennai Central,Mumbai Cst
12951,Mumbai Central,New Delhi
12952,New Delhi,Mumbai Central
18102,Jammu Tawi,Tatanagar Junction
24042,Kotdwara,Delhi S Rohilla
14042,Dehradun,Delhi S Rohilla
14041,Delhi S Rohilla,Kotdwara
15111,Chhapra,Manduadih
15103,Gorakhpur Junction,Manduadih
15007,Manduadih,Lucknow Ne
12538,Manduadih,Muzaffarpur Junction
15120,Manduadih,Rameswaram
15227,Yesvantpur Junction,Muzaffarpur Junction
11061,Lokmanyatilak T,Muzaffarpur Junction
16229,Mysore Junction,Varanasi Junction
6229,Mysore Junction,Varanasi Junction
17301,Mysore Junction,Dharwar
3289,Patna Junction,Mysore Junction
22818,Mysore Junction,Howrah Junction
16217,Mysore Junction,Sainagar Shirdi
6201,Mysore Junction,Vasco Da Gama
16235,Tuticorin,Mysore Junction
6228,Talguppa,Mysore Junction
22682,Chennai Central,Mysore Junction
16231,Mayiladuturai J,Mysore Junction
16205,Talguppa,Mysore Junction
56264,Bangalore Cy Junction,Mysore Junction
15614,Murkeongselek,Kamakhya
15669,Kamakhya,Dimapur
15670,Dimapur,Kamakhya
16339,Mumbai Cst,Nagercoil Junction
16351,Mumbai Cst,Nagercoil Junction
18309,Sambalpur,Nanded
18310,Nanded,Sambalpur
6309,Chennai Central,Nagercoil Junction
6747,Chennai Egmore,Nagercoil Junction
6017,Chennai Egmore,Nagercoil Junction
6303,Mangalore Junction,Nagercoil Junction
6598,Yesvantpur Junction,Nagercoil Junction
6617,Coimbatore Junction,Nagercoil Junction
12667,Chennai Egmore,Nagercoil Junction
12689,Chennai Central,Nagercoil Junction
16610,Coimbatore Junction,Nagercoil Junction
6083,Chennai Central,Nagercoil Junction
16335,Gandhidham Bg,Nagercoil Junction
17235,Bangalore Cy Junction,Nagercoil Junction
12289,Mumbai Cst,Nagpur
12113,Pune Junction,Nagpur
12855,Bilaspur Junction,Nagpur
1018,Nagpur,Lokmanyatilak T
12136,Nagpur,Pune Junction
12206,Dehradun,New Delhi
12205,New Delhi,Dehradun
12816,New Delhi,Puri
12815,Puri,New Delhi
11401,Mumbai Cst,Nagpur
11402,Nagpur,Mumbai Cst
17256,Hyderabad Decan,Narasapur
12734,Secunderabad Junction,Tirupati
12733,Tirupati,Secunderabad Junction
18234,Bilaspur Junction,Indore Junction Bg
18233,Indore Junction Bg,Bilaspur Junction
7218,Kollam Junction,Narasapur
14512,Saharanpur,Allahabad Junction
14511,Allahabad Junction,Khurja Junction
12656,Chennai Central,Ahmedabad Junction
12655,Ahmedabad Junction,Chennai Central
16687,Mangalore Cntl,Jammu Tawi
16688,Jammu Tawi,Tirunelveli
5726,New Cooch Behar,New Jalpaiguri
12690,Nagercoil Junction,Chennai Central
632,Nagercoil Junction,Chennai Egmore
16352,Nagercoil Junction,Mumbai Cst
6354,Nagercoil Junction,Patna Junction
12273,Howrah Junction,New Delhi
12259,Sealdah,New Delhi
9005,Mumbai Central,New Delhi
4112,New Delhi,Allahabad Junction
4424,New Delhi,Allahabad Junction
22806,New Delhi,Bhubaneswar
9006,New Delhi,Mumbai Central
22914,New Delhi,Mumbai Central
9004,New Delhi,Mumbai Central
12350,New Delhi,Bhagalpur
4412,New Delhi,Barauni Junction
4022,New Delhi,Barauni Junction
12047,New Delhi,Bhatinda Junction
12045,New Delhi,Chandigarh
12034,New Delhi,Kanpur Central
4072,New Delhi,Darbhanga Junction
12236,New Delhi,Dibrugarh
12436,New Delhi,Dibrugarh Town
12271,Lucknow Nr,New Delhi
22209,Mumbai Central,New Delhi
12275,Allahabad Junction,New Delhi
2236,New Delhi,Guwahati
2436,New Delhi,Guwahati
12324,New Delhi,Howrah Junction
4008,New Delhi,Howrah Junction
12250,New Delhi,Howrah Junction
12056,Dehradun,New Delhi
12058,Una Himachal,New Delhi
12191,New Delhi,Jabalpur
14681,New Delhi,Jalandhar City
3114,New Delhi,Kolkata
2504,New Delhi,Kamakhya
5619,New Delhi,Kamakhya
12037,New Delhi,Ludhiana Junction
2234,New Delhi,Lucknow Nr
4440,New Delhi,Lucknow Nr
4934,New Delhi,Lucknow Nr
4944,New Delhi,Lucknow Nr
12430,New Delhi,Lucknow Nr
4434,New Delhi,Lucknow Nr
4942,New Delhi,Lucknow Nr
4030,New Delhi,Lucknow Nr
4202,New Delhi,Lucknow Nr
4420,New Delhi,Lal Kuan
2040,New Delhi,Lal Kuan
14004,New Delhi,Malda Town
12043,New Delhi,Moga
22412,New Delhi,Naharlagun
12524,New Delhi,New Jalpaiguri
22404,New Delhi,Puducherry
4040,New Delhi,Patna Junction
2446,Jammu Tawi,New Delhi
2259,Sealdah,New Delhi
815,Bhubaneswar,New Delhi
4405,Sainagar Shirdi,New Delhi
22913,Mumbai Central,New Delhi
4402,Shmata V D Ktra,New Delhi
12878,New Delhi,Ranchi
12440,New Delhi,Ranchi
12454,New Delhi,Ranchi
14323,New Delhi,Rohtak Junction
15602,New Delhi,Silchar
12044,Moga,New Delhi
12001,Habibganj,New Delhi
4012,New Delhi,Sainagar Shirdi
4096,New Delhi,Trivandrum Cntl
4033,New Delhi,Udhampur
4055,New Delhi,Udhampur
12459,New Delhi,Amritsar Junction
19576,Nathdwara,Okha
9607,Nathdwara,Udaipur City
12767,Nanded,Santragachi Junction
12768,Santragachi Junction,Nanded
7513,Nanded,Allahabad Junction
12421,Nanded,Amritsar Junction
17620,Nanded,Aurangabad
17623,Nanded,Bikaner Junction
7408,Nanded,Bikaner Junction
7037,Nanded,Bikaner Junction
57516,Nanded,Daund Junction
57564,Nanded,Hyderabad Decan
2421,Nanded,Jammu Tawi
11012,Nanded,Lokmanyatilak T
4602,Amritsar Junction,Nanded
17614,Nanded,Pune Junction
7631,Nanded,Pune Junction
7629,Nanded,Pune Junction
7622,Nanded,Pune Junction
7501,Nanded,Pandharpur
16593,Nanded,Bangalore Cy Junction
4722,Nanded,Shri Ganganagar
12485,Nanded,Shri Ganganagar
7609,Nanded,Surat
22457,Nanded,Una Himachal
18510,Nanded,Vishakapatnam
8510,Nanded,Vishakapatnam
12875,Puri,New Delhi
12876,New Delhi,Puri
12632,Tirunelveli,Chennai Egmore
12631,Chennai Egmore,Tirunelveli
16346,Trivandrum Cntl,Lokmanyatilak T
16345,Lokmanyatilak T,Trivandrum Cntl
4095,Trivandrum Cntl,New Delhi
14003,Malda Town,New Delhi
18240,Nagpur,Bilaspur Junction
6570,Nagpur,Bangalore Cant
22112,Nagpur,Bhusaval Junction
12290,Nagpur,Mumbai Cst
1012,Nagpur,Mumbai Cst
1220,Nagpur,Mumbai Cst
1014,Nagpur,Mumbai Cst
1212,Nagpur,Mumbai Cst
5592,Nagpur,Darbhanga Junction
5591,Darbhanga Junction,Nagpur
8611,Nagpur,Hatia
1657,Nagpur,Habibganj
12924,Nagpur,Indore Junction Bg
11203,Nagpur,Jaipur
11403,Nagpur,C Shahumharaj T
58839,Nagpur,Jabalpur
2437,Nagpur,H Nizamuddin
1236,Nagpur,Pune Junction
1021,Nagpur,Pune Junction
1203,Nagpur,Pune Junction
1238,Nagpur,Pune Junction
11207,Nagpur,Rewa
12772,Nagpur,Secunderabad Junction
1453,Nagpur,Udhna Junction
15618,Naharlagun,Guwahati
22411,Naharlagun,New Delhi
12672,Metupalaiyam,Chennai Central
12671,Chennai Central,Metupalaiyam
7614,Kollam Junction,Nizamabad
22653,Trivandrum Cntl,H Nizamuddin
22633,Trivandrum Cntl,H Nizamuddin
12645,Eranakulam Junction,H Nizamuddin
12643,Trivandrum Cntl,H Nizamuddin
12147,C Shahumharaj T,H Nizamuddin
12721,Hyderabad Decan,H Nizamuddin
12415,Indore Junction Bg,H Nizamuddin
52541,New Jalpaiguri,Darjeeling
52571,New Jalpaiguri,Darjeeling
22310,New Jalpaiguri,Howrah Junction
3060,New Jalpaiguri,Howrah Junction
12042,New Jalpaiguri,Howrah Junction
3130,New Jalpaiguri,Kolkata
22612,New Jalpaiguri,Chennai Central
2508,New Jalpaiguri,Chennai Central
5725,New Jalpaiguri,New Cooch Behar
12523,New Jalpaiguri,New Delhi
3059,Howrah Junction,New Jalpaiguri
18630,New Jalpaiguri,Ranchi
8630,New Jalpaiguri,Ranchi
3140,New Jalpaiguri,Sealdah
15723,New Jalpaiguri,Sitamarhi
19602,New Jalpaiguri,Udaipur City
12326,Nangal Dam,Kolkata
4924,Nangal Dam,Lucknow Nr
7224,Nellore,Kurnool Town
7118,Nellore,Secunderabad Junction
12505,Guwahati,Anand Vihar Trm
12506,Anand Vihar Trm,Guwahati
17642,Narkher,Kacheguda
52101,Neral,Matheran
17404,Narasapur,Tirupati
17255,Narasapur,Hyderabad Decan
17231,Narasapur,Nagarsol
17213,Narasapur,Nagarsol
7217,Narasapur,Kollam Junction
7255,Narasapur,Secunderabad Junction
57264,Narasapur,Vishakapatnam
7205,Nagarsol,Kakinada Town
16004,Nagarsol,Chennai Central
17232,Nagarsol,Narasapur
17214,Nagarsol,Narasapur
7120,Nagarsol,Secunderabad Junction
13281,New Tinsukia Junction,Rjndr Ngr Bihar
25910,Darbhanga Junction,New Tinsukia Junction
18206,Nautanwa,Durg
18202,Nautanwa,Durg
15019,Gorakhpur Junction,Nautanwa
1706,Naini,Jabalpur
11206,Nizamabad,Lokmanyatilak T
51422,Nizamabad,Pune Junction
51433,Nizamabad,Pandharpur
7613,Nizamabad,Kollam Junction
7601,Nizamabad,Kollam Junction
8566,Nizamabad,Vishakapatnam
12248,H Nizamuddin,Bandra Terminus
1072,H Nizamuddin,Pune Junction
4091,Mumbai Central,H Nizamuddin
22212,H Nizamuddin,Ajmer Junction
4092,H Nizamuddin,Mumbai Central
12285,Secunderabad Junction,H Nizamuddin
12263,Pune Junction,H Nizamuddin
12284,H Nizamuddin,Eranakulam Junction
12909,Bandra Terminus,H Nizamuddin
12611,Chennai Central,H Nizamuddin
12065,Ajmer Junction,H Nizamuddin
12059,Kota Junction,H Nizamuddin
22182,H Nizamuddin,Jabalpur
6319,H Nizamuddin,Kochuveli
12148,H Nizamuddin,C Shahumharaj T
9810,H Nizamuddin,Kota Junction
17305,Hubli Junction,H Nizamuddin
22110,H Nizamuddin,Lokmanyatilak T
2110,H Nizamuddin,Lokmanyatilak T
2450,H Nizamuddin,Madgaon
4430,H Nizamuddin,Madgaon
22414,H Nizamuddin,Madgaon
2448,H Nizamuddin,Khajuraho
4429,Madgaon,H Nizamuddin
4013,Pune Junction,H Nizamuddin
4407,Pune Junction,H Nizamuddin
4014,H Nizamuddin,Pune Junction
4408,H Nizamuddin,Pune Junction
22413,Madgaon,H Nizamuddin
12286,H Nizamuddin,Secunderabad Junction
12438,H Nizamuddin,Secunderabad Junction
4016,H Nizamuddin,Sainagar Shirdi
22634,H Nizamuddin,Trivandrum Cntl
22654,H Nizamuddin,Trivandrum Cntl
22656,H Nizamuddin,Trivandrum Cntl
7227,Ongole,Ajmer Junction
19575,Okha,Nathdwara
59548,Okha,Ahmedabad Junction
9562,Okha,Bandra Terminus
19569,Okha,Varanasi Junction
16337,Okha,Eranakulam Junction
16338,Eranakulam Junction,Okha
22905,Okha,Howrah Junction
9563,Okha,Jaipur
59547,Ahmedabad Junction,Okha
18402,Okha,Puri
19252,Okha,Somnath
6136,Coonoor,Metupalaiyam
56138,Coonoor,Udagamandalam
12819,Bhubaneswar,New Delhi
12820,New Delhi,Bhubaneswar
12850,Pune Junction,Bilaspur Junction
11037,Pune Junction,Gorakhpur Junction
12103,Pune Junction,Lucknow Ne
12378,New Jalpaiguri,Sealdah
12377,Sealdah,New Jalpaiguri
14207,Partapgarh Junction,Delhi
14208,Delhi,Partapgarh Junction
12763,Tirupati,Secunderabad Junction
12764,Secunderabad Junction,Tirupati
15721,Digha Flag Stn,New Jalpaiguri
15722,New Jalpaiguri,Digha Flag Stn
13348,Patna Junction,Barka Kana
13347,Barka Kana,Patna Junction
22651,Chennai Central,Palani
22652,Palani,Chennai Central
12605,Chennai Egmore,Karaikkudi Junction
12606,Karaikkudi Junction,Chennai Egmore
12747,Guntur Junction,Vikarabad Junction
12748,Vikarabad Junction,Guntur Junction
17407,Tirupati,Mannargudi
12109,Mumbai Cst,Manmad Junction
12110,Manmad Junction,Mumbai Cst
59386,Chhindwara Junction,Gorakhpur Junction
59385,Indore Junction Bg,Chhindwara Junction
12637,Chennai Egmore,Madurai Junction
12638,Madurai Junction,Chennai Egmore
12942,Asansol Junction,Bhavnagar Trmus
16650,Nagercoil Junction,Mangalore Cntl
16649,Mangalore Cntl,Nagercoil Junction
12926,Amritsar Junction,Bandra Terminus
12925,Bandra Terminus,Kalka
22926,Kalka,Bandra Terminus
14624,Delhi S Rohilla,Chhindwara Junction
14010,Delhi S Rohilla,Chhindwara Junction
14623,Chhindwara Junction,Delhi S Rohilla
14009,Chhindwara Junction,Delhi S Rohilla
18622,Hatia,Patna Junction
18621,Patna Junction,Hatia
22352,Yesvantpur Junction,Patliputra
22643,Eranakulam Junction,Patna Junction
2354,Bangalore Cant,Patna Junction
17610,Purna Junction,Patna Junction
12184,Partapgarh Junction,Bhopal Junction
19572,Porbandar,Rajkot Junction
19270,Muzaffarpur Junction,Porbandar
12905,Porbandar,Howrah Junction
12950,Santragachi Junction,Porbandar
19269,Porbandar,Muzaffarpur Junction
19202,Porbandar,Secunderabad Junction
12897,Puducherry,Bhubaneswar
16861,Puducherry,Kanyakumari
12868,Puducherry,Howrah Junction
22403,Puducherry,New Delhi
12693,Chennai Egmore,Tuticorin
12694,Tuticorin,Chennai Egmore
12711,Vijayawada Junction,Chennai Central
12712,Chennai Central,Vijayawada Junction
22936,Palitana,Bandra Terminus
17609,Patna Junction,Purna Junction
4004,New Delhi,Patna Junction
19422,Patna Junction,Ahmedabad Junction
9410,Patna Junction,Ahmedabad Junction
9412,Patna Junction,Ahmedabad Junction
2393,Patna Junction,Anand Vihar Trm
3209,Patna Junction,Anand Vihar Trm
3512,Patna Junction,Asansol Junction
3562,Patna Junction,Asansol Junction
3504,Patna Junction,Asansol Junction
3576,Patna Junction,Asansol Junction
8450,Patna Junction,Bhubaneswar
19050,Patna Junction,Bandra Terminus
9012,Patna Junction,Bandra Terminus
3436,Patna Junction,Bhagalpur
22844,Patna Junction,Bilaspur Junction
1711,Jabalpur,Patna Junction
1054,Patna Junction,Mumbai Cst
4025,Patna Junction,Delhi S Rohilla
13332,Patna Junction,Dhanbad Junction
13243,Patna Junction,Dehri On Sone
8298,Patna Junction,Durg
16360,Patna Junction,Eranakulam Junction
22644,Patna Junction,Eranakulam Junction
12359,Kolkata,Patna Junction
18625,Patna Junction,Hatia
3288,Patna Junction,Howrah Junction
3066,Patna Junction,Howrah Junction
3072,Patna Junction,Howrah Junction
3074,Patna Junction,Howrah Junction
9306,Patna Junction,Indore Junction Bg
12366,Ranchi,Patna Junction
1712,Patna Junction,Jabalpur
3134,Patna Junction,Kolkata
13237,Patna Junction,Kota Junction
13239,Patna Junction,Kota Junction
2519,Patna Junction,Kamakhya
2054,Patna Junction,Lokmanyatilak T
13416,Patna Junction,Malda Town
6353,Patna Junction,Nagercoil Junction
4039,Patna Junction,New Delhi
4005,Patna Junction,New Delhi
4003,Patna Junction,New Delhi
2366,Anand Vihar Trm,Patna Junction
2350,Pune Junction,Patna Junction
2053,Lokmanyatilak T,Patna Junction
12150,Patna Junction,Pune Junction
3253,Patna Junction,Pune Junction
8623,Patna Junction,Ranchi
12792,Patna Junction,Secunderabad Junction
2792,Patna Junction,Secunderabad Junction
23348,Patna Junction,Singrauli
9056,Patna Junction,Surat
12742,Patna Junction,Vasco Da Gama
15280,Adrsh Ngr Delhi,Saharsa Junction
15279,Saharsa Junction,Adrsh Ngr Delhi
11098,Eranakulam Junction,Pune Junction
11097,Pune Junction,Eranakulam Junction
12303,Howrah Junction,New Delhi
12381,Howrah Junction,New Delhi
12382,New Delhi,Howrah Junction
12304,New Delhi,Howrah Junction
19261,Kochuveli,Porbandar
12502,New Delhi,Guwahati
12501,Guwahati,New Delhi
